,p_value
KIR3DL1,
GOLGA6L10,0.07327496913683915
FAM230J,0.008710700346389454
SYNRG,0.5909865287527626
INO80B-WBP1,0.4441239950909813
MIR4727,
MIR6507,
TMPRSS11E,0.21567926223245248
MIR6514,0.5962749554818088
CASTOR2,0.0002475258314623162
MASCRNA,
PUF60,0.020890155286120746
LAIR2,0.14449913777073223
PRIMA1,0.5112896113681114
SNORD1C,
RNA5SP535,0.46130296393018044
RN7SL787P,0.7858274048546099
OR4M2,
KIR2DL3,
HNRNPCL2,0.27731229113114686
LAIR1,0.3936587080115187
MIR6777,0.26632414838750657
LILRA5,0.48312514098625303
MIR6081,0.35648872437152523
TSEN34,0.0021436174371181247
CEACAM4,0.24879805326628587
LOC392145,
MIR6774,
MYOM2,3.3394539746363645e-06
KIR2DL5A,0.6040090515706429
RILP,0.006924939096609422
LILRA6,0.04407633349667447
DLGAP2,0.04454642644500575
GOLGA6L4,0.004765789994933326
RN7SL585P,
MIR8071-1,
NLRP7,0.308038527820398
CNOT3,0.13923552273247536
NATD1,0.007195598978412224
H2AB1,0.8517439675489257
LILRA4,0.09148552370737535
KIR2DL4,0.517397224255479
ZNF705G,0.7357847171507716
FAM197Y4,
MAPK15,0.5597964660908005
ANTXRL,0.004171581358488311
SOCS7,0.0003536364593403911
LOC100419839,
CCL3,0.8853229306672188
RNA5SP414,
SOCS7,0.0002619481210145937
KIR2DL4,0.6040090515706429
CCL5,0.319522730378403
PRSS1,0.8715553154294707
GGTLC3,0.8168679695584566
LOC283683,4.732591719215859e-05
KIR3DL3,
MIR6728,0.3879716015840674
MIR7702,
SNORA73A,0.1445380766268373
ATP9B,0.6040090515706429
GAGE13,0.4833184817690398
CBSL,0.3058262553648073
MIR6069,0.9112244083412793
ADRA2B,0.6371988106372959
SCRIB,0.0010769271013616306
H2BC6,0.00018162845172988015
MIR6864,0.6040090515706429
LENG8,0.05727207989457183
MIR5088,
RPS2P49,0.4348003495395344
SNORA71E,0.1584676364069188
LILRB5,0.6307850421345106
MIR6749,0.46130296393018044
RPSAP73,0.6962034009834492
GOLGA6L9,0.015016684967855368
KIR2DS4,
TAS2R7,0.5718324045234415
LRRC37A2,0.05070844602367952
LOC102724219,0.0010029755781630102
CDIP1,0.2846344206510819
CATSPERB,0.3838569172743277
ZNF658,7.054999318121833e-06
THAP12P10,0.9249690816377456
ZNF707,5.536273652491482e-05
CDRT15P3,0.049306718500053075
GRAMD4P4,0.2880833739074046
TUBAP6,0.3434810572465954
ADAMTS7P1,0.8753471290940713
MIR6801,0.6040090515706431
PROP1,0.4487726477545507
TMC4,0.08634238717082544
TMEM269,0.030291779588721264
MIR6885,
TPTE,0.16536587642464157
C2orf27A,0.45549731133742777
KIR3DL3,
LOC100533728,0.6040090515706429
KIR2DL3,
GOLGA6L22,0.002577987629419053
SPAG11B,0.6040090515706429
KIR2DS4,
RNA5SP536,
KIR2DL2,
MIR6515,
RDH13,0.002438151818781859
TBC1D3D,0.3310313362117808
RN7SL196P,0.33139237555463397
C8orf89,0.7127351995065008
LOC100421330,0.566644746735331
SLC22A18AS,0.697382704630561
LOC105378516,0.4948116966551609
MIR1273H,0.054784749397794506
RNA5SP257,0.054784749397794506
HERC2P7,8.651622602537527e-05
SCT,0.011985833398737444
YWHAE,6.33491201794264e-06
RN7SL650P,0.04553631676346536
KIR3DL3,
LOC100420802,0.6227061022277245
NPEPPSP1,0.03500704591694737
MRPS7P1,0.6040090515706429
MIR6832,0.36478666097371537
LENG9,0.7020051912356045
KIR3DL3,
TBC1D3,0.115463822324458
LILRB2,0.24540211964291342
FAM74A6,0.195851533097235
RCC1L,0.0001123198811444797
SEBOX,0.5340691429223605
KIR2DS4,
PHLDA2,0.017230568170589364
CHRNA7,0.722225233637795
SNORD28,0.6040090515706429
MIR6889,0.6962034009834493
KIR3DL3,
LOC102724334,
ZYXP1,
IGHV2-70,0.5419103909761925
LHX1,0.16504118273702617
FCAR,0.601618164025965
FAM74A4,0.4777868314066078
LILRB3,0.4473722007710178
DGKK,0.025124560223702627
DUX4L24,0.6040090515706429
RIMBP3B,0.006303134740340138
PI4KAP1,0.004021905190505883
PCCA-DT,0.00041371187562869285
TBC1D3,0.6977567959429897
BNIP3P14,0.8983416313512635
SALL4P4,0.6823688703541039
CNOT3,0.05786016266221323
H4C6,0.32340448295776225
CFD,0.2734567978057791
MIR378J,0.005071750088952792
MIR6867,0.32340448295776225
LOC105379252,0.3467084725220311
RN7SL719P,0.321509611363719
GLIS2,0.0031897621551019036
KIR3DL3,
H2BC17,0.4274352511704611
RPS9,0.9592670819808065
RN7SL625P,0.6483756467392907
FAM230I,0.5476554455915665
TBC1D3J,0.46130296393018044
LINC02371,0.1022533169440589
RN7SKP236,0.485000975520824
PVALB,0.4727762834423105
LILRB1,0.08549170736885654
MARVELD2,0.012371385402244781
TSEN34,0.042234220454873767
GTF2H2C_2,4.699076401402581e-05
SPATC1L,0.00020400667179075373
KIR2DL1,
KIR3DL3,
MIR6761,0.38786180096362965
TAS2R30,0.8783925870272321
OSCAR,0.024706939831812085
MIR486-1,0.6040090515706429
MIR7974,0.6040090515706429
KIR2DS4,
KIR3DL2,
KIR3DL3,
ARHGEF10,0.08457341183345957
IQSEC3P3,0.0050671559174320134
ARHGAP11B,0.009058567528500224
CCL23,0.802426246005607
KIR2DS3,
ZNF100,0.004784413738842875
RN7SL627P,0.22338455835333354
KRTAP7-1,0.6393487877683016
H3C6,0.0006287199316951583
RPS2P50,0.9455948841558813
RNA5SP527,0.8460404560203653
KIR3DL3,
CISD3,0.004794636177085195
MIR6128,
NOMO1,0.0007688135801283799
PHRF1,0.0035140648651677117
KIR2DL1,
KIR3DL3,
LILRP2,0.4016327405254877
F8A2,
LOC102723532,
BDP1,0.0013023796476275868
MIR6768,
KIR2DS4,0.5409903721515807
TBC1D3B,0.005608660149859631
MIR6078,
NPHP3-ACAD11,0.016338013354649978
CLPTM1L,0.00011940605001650942
MIR6772,0.8257786513268852
SERPINA2,0.4881594758309138
MIR6762,0.9362692545302176
MIR7152,
KIR2DL3,
MIR6788,
PRB4,0.280396700787851
MUC20,0.791620477780173
RN7SL422P,0.6124850101695589
MRM1,0.003561128857182092
LOC100421158,
TRAPPC12,1.3642971211408999e-05
TRIM60P12Y,
OR4W1P,
LILRA5,0.9971594300237416
KIR3DL1,
KIR2DS4,
KIR2DL1,
MIR7150,0.6040090515706429
TBC1D3I,0.19014764306538376
LILRA1,0.3103618427639757
TBC1D3B,0.0003012031513791792
MIR8083,
KIR2DL4,0.6040090515706431
KIR2DS4,
KIR3DL1,
RPS9,0.036872198808535955
KIR2DL3,0.6040090515706429
VSTM1,0.9935708814795526
KIR2DL4,
ITPK1,3.1902406935173764e-05
TEX28P1,
RN7SL600P,0.8663472944038357
TRPM1,0.42469208679039794
DNM1P29,0.005413309023401419
MIR6771,
LOC100419641,0.46130296393018044
FRG2,0.7505016676995947
MIR6735,0.38364031180603453
RNU11,0.1661001462067773
MIR6750,0.8587602785046267
MIR6876,0.6962034009834492
LOC105375431,0.6846624639483623
MIR8056,
H2AC12,0.6058758117641152
SNORA17A,
MIR8052,
DDT,4.774545881057617e-05
ZNF280B,4.834959817929127e-07
KIR2DL3,
PRAME,
RN7SL166P,0.9649428515347982
LILRB3,0.7587439497987706
MIR6753,0.14489346578759613
GXYLT1P4,0.003653108362161515
METRNL,0.7892052185862239
TP53TG3E,0.9983599712728349
CCDC92,0.0008508649926609013
MIR8086,0.5463767304703916
SNORD25,
GTF2H2,0.0009659564208928804
BSNDP1,0.4614528087957078
UBE2Q2L,0.003560266739773785
ZNF66,0.16504339017575467
PIWIL1,0.2710028298279828
PPP4R3B,6.7364323289352615e-06
SEPTIN7P15,0.6040090515706429
KIR3DL3,
LOC102723407,0.8722393136425006
SYNRG,3.412855553125567e-05
MIR6825,0.485000975520824
SNORD50B,
NUDT18,9.716816553565459e-05
LPCAT1,0.000154354229357845
KIR2DL1,0.6040090515706429
KIR3DL2,
RN7SL296P,0.7965322380490045
LOC100420569,
CCL16,0.8008027369866682
GGNBP2,1.227062169921926e-05
MIR6766,0.6040090515706429
MIR6782,0.03101032623298854
MIR6504,0.6040090515706429
ZNF2,1.3398782913476544e-07
GAGE12B,0.47819825076787215
PRPF31,0.02216656420588234
MBOAT7,0.044469266280376354
THEMIS,0.4179499817762211
PRXL2B,0.0009026776488904136
H4C13,0.6040090515706429
SNORD116-22,0.6040090515706429
RN7SL203P,0.6040090515706431
RN7SL663P,0.011534202078348415
MIR6888,0.6040090515706429
SCARNA16,0.07000998330908458
CCL16,0.8727872748095871
TBC1D3K,0.41528846261757113
NCR1,0.19427745677274236
TRBV12-5,0.4317063889633439
RPL7AP45,0.000214040158541201
MUC4,0.9360403070376679
MIR6814,0.9492815052735605
MIR6815,
FRG2MP,0.13764008516652226
KIR3DL3,
ACACA,0.03174064761023953
LENG9,0.07585139983624997
KIR2DL1,0.26151599352454286
AKT3,2.5378122128176963e-05
MIR6740,0.6531587627002414
MIR6745,0.4076252830310787
CYP2D6,0.018155606424308687
LINC02826,0.701245530622898
IFI27,0.4076902706626968
H2AC15,0.006699894653214484
LINC00547,0.6693824969859501
RN7SL544P,0.3250379113794356
KIR2DL4,
MIR4734,0.6040090515706429
FAM242F,0.8661605707768301
TLCD2,0.0021205488187914312
MRPS31P1,
KIR3DL2,
MIR6780A,0.6040090515706429
KIR2DL1,
KIR3DL1,
LILRP2,
LILRA2,0.013807513511593664
LOC100419775,
MCCC2,0.6040090515706429
CCL4,0.37691435200969325
RNA5SP528,
CCL4L2,0.11212638820208164
KIR2DL4,
LOC100419515,0.00021877006518060128
PDCD6IPP1,0.0003053411203868355
NOSTRIN,0.34369829204882785
ABCC6,0.00019292176432853965
FAM120B,5.675182283248809e-06
MIR5787,
MIR8088,
RN7SL680P,0.8870112587414244
RAB11FIP3,5.619789578817218e-05
FGD5P1,0.8482755831621801
PRAG1,0.10568380827697872
MIR6503,
SMN1,0.0036539249611700466
TUBB6P1,0.6040090515706431
KIR2DS4,
C7orf77,0.372348082790794
MIR6868,
DYNLT2,0.0005356853668904081
MIR6124,0.3038996406869891
MIR1299,0.5218629975608255
H3C11,0.25264448883256646
FCGBP,0.38580399806432575
PMCHL2,0.7502356134773964
DHRS11,0.2700136963402666
LILRA5,
HNF1B,0.2399194746104016
MIR6882,
KIR3DL2,0.6040090515706431
VN1R18P,
LOC286083,0.6962034009834492
MUC20,0.2507955664925758
KIR3DL3,
KIR3DS1,
DEFB4A,0.7811706883711371
PTGER4P2-CDK2AP2P2,0.001000880246067562
MIR6085,
KIR2DS2,
MIR548O2,
MIR7852,
KIR2DL4,0.6040090515706431
MIR6809,0.3731918034616021
LILRB2,0.2578492514077027
LOC102724159,0.0078445399038057
LOC158434,0.23054791727130006
MIR6130,
LENG8-AS1,0.022844139710657015
IGHV3-54,
EPHB6,0.1439691486343985
KIR3DL1,
LOC100419830,0.9421813295412611
LINC01730,0.014724909395985954
LOC102724701,0.00640345659911629
PDXDC1,5.607353021372941e-05
MUC20,0.1478568907915665
RNU7-42P,
H3P25,0.2322269753062158
KIR3DL2,
PRB1,0.36493147848545304
MIR6718,
MIR6804,0.4613029639301802
FAM236A,0.7282204901417042
NCR1,0.6040090515706429
KIR2DL1,
MIR6508,
SNORD115-26,
LILRA1,0.8863517964590422
CCL15,0.16989352341574385
SNORD116-4,0.00465388535607206
RNVU1-19,0.18674397192448547
LILRA6,0.1785446942310668
MPV17L,0.0011270853796452266
BDH1,1.0415081851366833e-05
KIR3DL1,
STPG3-AS1,0.009631244135336215
ELOA3CP,0.6172742418883272
DLL1,0.0005268189762810245
RN7SKP175,0.1969575031699371
SEPTIN7P12,0.7731026183813563
LOC100508046,0.11106091813432341
FCAR,0.7763932917025033
ALOX5,0.009322897327793508
KIR3DL2,
ARHGAP11A,0.45315469369774375
TTC34,0.052227979208836046
GRIFIN,0.7436172984130143
PTP4A3,0.024101075412626766
SERF1A,0.0002193353112830904
KIR2DS2,
LILRA6,0.24158184662163013
PDE4DIPP4,0.8992862864414655
RN7SL341P,0.4613029639301802
XKR5,0.725180496639743
ADAM32,0.44975113800988087
ANAPC1P5,0.17309461416594107
LOC100533643,0.38364031180603453
PIGW,0.0003242333780234814
DUX4L21,0.6040090515706429
BFAR,2.5660855166531994e-05
GON7,3.332140934342487e-07
FLJ16779,0.2563488756720078
LRRC37A3,0.06861892974616463
KIR2DL3,
PRB3,0.01713291284330936
LOC107987066,0.9090538614163819
KIR3DL2,
MIR6793,0.46130296393018044
RBM22P6,0.696203400983449
TTYH1,0.1113897734359773
MIR6851,0.9112244083412793
MIR6796,0.6124850101695595
RN7SL313P,0.5320531490313563
KIR2DL3,0.6040090515706431
KIR3DL1,
SNORD112,0.5015772555146255
H4C7,
MIR6839,0.6040090515706429
MIR6744,0.46130296393018044
MIR8076,0.054784749397794506
MIR6724-4,0.2477510320317145
UBE2Q2P6,0.0007645180669482465
KIR2DL4,0.47020125003616886
MIR3648-1,0.058665839029235486
MIR6795,
H2BC9,0.0783937851197083
H3C1,0.008298338692428672
LOC100420742,0.5409903721515807
KIR3DL1,0.6040090515706429
CCL15,0.0008841627603870406
LYZL6,0.6040090515706431
NAPEPLD,0.0026988979540992137
MIR6088,0.6040090515706429
LILRB4,0.03965841872084766
KIR2DS4,
KIR2DL4,
OSCAR,0.2403622640390999
RBM27,0.00014636615127120318
KLF13,0.001410522025753457
IGHV3-79,0.9466840440014591
ARL17A,4.6703346013023216e-05
KIR2DL1,
DDTL,0.5862977892282845
TBC1D3G,0.3644114173136428
ZNF516-DT,5.9193131658950324e-05
SLC2AXP1,
MIR6505,0.6155198876736339
OR4G6P,0.4850009755208241
RN7SL185P,0.43064457422351565
PRH1-PRR4,0.2758254997483879
NTAN1,0.0008776179888629548
KIR3DL1,
MIR8064,0.5791527567252062
TRBV10-3,0.8587602785046269
RIMBP3,0.0007514260192158078
RN7SL736P,0.04072151790293852
MIR8082,
MIR6500,0.6040090515706431
MIR6818,
LAIR2,0.4810201899927321
LLCFC1,0.5640454148533138
CCL4,0.5184233237880371
ARHGAP23,0.06415150937825352
TUBGCP5,1.438208400045949e-05
MIR6068,
KIR3DL2,0.6040090515706429
LILRA3,0.11983852989817737
LOC105374989,0.7874827158498781
KIR2DL4,
MLLT6,0.0009588968343518185
LINC01742,0.43314632086036675
MIR6720,
TBC1D3I,0.008726782016168937
HNRNPMP2,0.46130296393018044
MIR7975,
KANSL1,0.01268071848825868
MIR8054,
LOC102723713,0.5554072412650427
LMNTD2,0.05381636787944422
PICSAR,0.5590644034973449
LOC110467523,
RN7SL43P,0.9647162968877252
IKBKGP1,0.6772754535464529
PRPF31,0.27683755790753356
U2AF1L5,0.04562337382229225
PRSS2,0.3712130054753663
PSMB3,0.1066301381382203
CHRFAM7A,0.004922304648841464
KRTAP5-3,0.2931779197122422
KIR2DS1,
MIR6807,0.39986354659785583
DUSP14,0.0002931445894581102
KIR2DL5B,
KIR2DS4,
MRPL57P3,0.7771485436124351
TMEM251,3.7458058682564946e-06
LOC107984156,5.302631766276032e-05
YAP1P3,
TBC1D3F,0.2911698456433682
LOC100533736,0.485000975520824
KIR2DL2,0.6040090515706429
RN7SL210P,0.9362692545302174
VSTM1,0.5106877845693594
MIR6880,
SPATA31A3,
PPIAL4F,0.7754678116689556
NCF4,0.09779315512730109
SIK1B,0.005888891577413159
SNORA24,0.693143416159659
SNORD27,
KIR3DL2,
REXO1L12P,
ABR,1.8748396505433617e-05
WDR81,0.006603484399995684
DUSP14,0.22815571789966824
RNU12,0.3112382010850182
MIR4477A,0.42491572507250874
RN7SL197P,0.8498183251929328
SPATA31A7,0.5982928355420896
LILRB4,0.9061685630666917
UHRF1,0.6818634552114176
KIR2DL4,0.36478666097371515
ORAI1,0.10556761188788608
DUX4L13,0.05478474939779458
RN7SL711P,0.38410596430017985
HLA-G,0.28000696479626314
LAIR1,0.09559881844055845
NDUFA3,6.4465036488521445e-06
GP6,0.39460600098731724
NAIP,0.0559666932132578
CCL4L2,0.030466279977720837
AATF,1.0096866771406664e-05
CRYAA2,0.2454607672033984
LOC102724951,0.9672046718718934
MIR7156,
MIR7976,0.46130296393018044
KIR3DL3,
RN7SL620P,0.8587602785046267
LOC100420990,0.6040090515706431
MIR6747,0.054784749397794506
SDCCAG8,5.465048337020935e-06
CCL23,0.7584841246343264
OR13C2,0.5736843914910308
MIR6855,0.6040090515706429
GAL3ST2,0.27080228449689125
LOC100132834,0.04953431958473705
GXYLT1P5,0.001522950923146803
SLC22A18,0.1861953036045813
MIR6133,0.6040090515706429
TARM1,
LILRB2,0.17351916165632944
MIR548AY,0.3829809899161527
KIR2DS4,
MAPT,0.02411019352395759
MIR1264,
GGTLC5P,0.22652420266823464
MIR5739,0.4613029639301802
LAIR1,0.7079534966590912
TAS2R50,0.6267822702250119
RN7SL1,0.5085330929455496
MIR6871,0.054784749397794506
LOC101929494,0.005034179277166843
LILRA3,0.39152267377931826
MIR6090,0.6040090515706429
H4C9,0.1606821210019981
MIR6794,0.46130296393018033
UPK3B,0.15585412829208023
ERMARD,7.19462051214577e-06
CRHR1,0.1791294680513227
HNF1B,0.013124532428691467
KIR3DL3,
RN7SL820P,0.6347401216177835
LOC642929,0.04065042746483214
KIR2DS4,
KIR2DL3,
ZNF676,0.004430340365003173
MIR8057,
RNH1,3.014701016493882e-05
PIK3R6,0.1383545846094349
TADA2A,0.000243600297428406
OR4E1,
LILRP2,
LINC02809,0.5745691776076102
LOC389831,0.0347167727608551
MIR6799,0.05478474939779447
ARL17A,0.0027130910634081077
RN7SL126P,0.9814298160153611
KCNE1B,0.13001751908839027
RBBP4P3,0.270096403599072
PIP4K2B,2.491063552694712e-05
TFPT,1.2266984844301973e-05
PRAMEF25,
KIR2DL1,
SNORD107,
OR8G7P,
MIR8079,
MIR2909,
KIR2DS1,
KIR3DL1,
HS3ST6,0.555932245364291
ZNF623,2.4729207705222457e-05
TMEM179,0.5864136453939711
LOC107987373,0.07781550498010127
TBC1D3,0.07799210920153567
MIR6858,0.36478666097371526
MIR668,
TARM1,
KIR3DL2,
MIR145,0.15885313041342997
H2AC14,0.9386496686595911
PRAMEF33,
KIR3DL1,
UBE2NL,0.16654117790082185
KIR2DL1,
NR3C1P1,0.7865262848439981
KIR2DS4,
LINC01879,0.7802839884523329
FLJ36000,0.0034913600088415657
MIR6835,0.30803852782039814
H2BC3,0.39003319985325136
PRAMEF5,0.6040090515706429
KIR3DL1,
KIR3DL2,0.6040090515706431
FAM25C,0.7682981485637208
KIR3DL3,
PPP2R3B,0.867953437265539
LILRB1,0.7135556698452036
LOC645202,
FKBP4P8,
LENG8,0.00016761093329388882
KIR2DL3,
LOC440896,0.47032081177974217
TAF9,6.425488159533042e-08
KIR2DS4,
LOC100419783,0.8161330707613645
GPR179,0.0037698958674571566
LOC100421603,0.4780077535284899
LINC00540,0.9395248079798617
MIR548AZ,0.6040090515706429
SLC12A7,0.030336223451618287
LOC100132202,
MIR6829,
APBA2,0.09049051762537251
APBA1,1.3931688673262386e-05
TFPT,0.7667553398941206
RN7SL462P,0.6124850101695589
SNX19P4,0.48887481566705093
HRAS,0.00019611419868969938
TTYH1,0.19560320268603873
PLPPR1,0.00037726607317087703
TAS2R14,0.23952095380425467
RN7SL453P,0.05409649408737074
PCDHGB9P,0.6464893114351107
PCDHGB5,0.00024193843954150858
HERC2P2,0.0018801339442555893
TRBV18,0.8363429670580824
BAAT,0.0039492834321039885
IRF7,0.05106203699760148
RN7SL565P,0.30415915936102916
IGKV1D-13,0.8163855272271843
KIR3DL3,
MIR6895,0.15234603333439237
RNU6-467P,0.6040090515706429
MIR8055,0.36284186886133696
SPATA31A5,0.6040090515706431
ABCB11,0.05753791629803766
MIR6737,0.6040090515706431
RN7SL322P,0.5932238662502245
KIR2DL3,
PHBP6,0.8055911580382763
PTCHD3,0.00448148264414709
MIR6893,
RNA5SP411,
RAB7B,0.00890982223343455
LOC100419615,0.6040090515706431
SNORD64,0.6040090515706429
MUC4,0.02016363168010956
RAD17,3.119700011366183e-05
MIR6499,
LOC100420386,
KIR2DL1,
KIR2DS4,
MIR7154,
MIR6769A,0.6370003104651705
DACH1,0.00010680025164124593
KRTAP12-6P,0.6040090515706431
RN7SL856P,0.3538553488650784
MIR6083,
PYCR3,0.00152233974717772
DDX20P1,0.9030990297586154
LENG8,0.07231360043109086
TRAJ36,0.6040090515706429
MIF,0.0008255364175926255
RPS29P32,0.6040090515706431
CSPG4P10,0.4295922000019474
MIR7111,0.8141436426967653
YWHAEP7,0.763924279350125
PRSS47,0.939666542808331
CEP170,0.002317125206797454
DNAJA3,1.1655381094879113e-05
MIR7158,
KIF5C,0.04512645959516742
KIR3DL2,
MIR6821,0.2600998623462441
LOC101927429,0.5249227784217897
RN7SL192P,0.02795228459991507
LOC100506422,0.001509680168906532
LOC102723502,
MIR8073,
MIR6752,0.5507001507094479
MIR6780B,0.0719569580487655
IGHV4-4,0.5566047758022843
TC2N,0.020497424327185453
LINC02227,0.7185422882453154
PRSS58,0.28727998997116
FAN1,0.00011148219569259288
SNORD26,
MRGPRX8P,0.6040090515706429
LILRA4,0.27206758856820334
HERC2,7.151018010585675e-05
KIR2DL1,
OR2T2,
MIR7159,
DRD4,0.1068413780519931
TRIM60P4Y,
MIR6730,0.7502291448098544
MIR6127,
ARHGAP27,0.004252656821847723
SERPINF2,0.1635981419505326
SNORD115-46,0.6040090515706429
TUBGCP5,0.0033649518792196816
MIR6715A,
FCAR,0.09152659748365222
MIR7151,
MIR6729,0.37217164313959405
PLA2G10,0.20472347080941072
LOC110467520,
KIR3DL3,
MIR6074,
IFI27L2,3.942650342970298e-06
IFI27L1,6.317117564205991e-07
KIR3DL2,
KIR2DS4,
GREM1,0.024608604037721832
TTYH1,0.26994946733271524
LOC101929572,0.9151896544234129
GOLGA8F,0.9816038663317097
H2AC16,0.445899755503793
MIR7106,
GTF2H2,0.0003675426431216609
C17orf98,0.9962304706010563
CEP20,4.771478622366184e-05
FGFR3P3,
MIR8080,
NKD2,0.06375567242941273
MIR6797,0.9760954179753992
MBOAT7,0.011951005331404403
MIR4509-1,
GSTT4,0.16806723973115875
TRBV12-4,0.8387135110032258
RN7SL769P,0.5256359994702537
LENG1,0.34799331869542915
MIR7848,0.6040090515706429
H4C5,0.09795601075832341
TRPV6,0.07831149099180942
LILRP2,
PDCD1,0.03411465698610666
KIR2DL4,
HEATR9,0.627537362710351
DUSP12P1,0.38786180096362965
RNA5SP412,
DEFB104B,0.4613029639301802
LOC102030688,0.8202212420674887
SALL3,0.4563256234417695
KIR3DL3,
RNU6-1192P,0.054784749397794506
B3GNTL1,0.03460015629697502
LYZL6,0.6040090515706431
EEF1A1P42,0.8500633294178666
OPRL1,0.5805165043906468
RNA5SP530,0.02529925092833864
MIR6763,0.4613029639301802
GTF2IP1,0.0003174458448516298
MIR6779,0.6040090515706429
FAM30A,0.9013855057285609
NLRP2,0.04606232355162011
RN7SL88P,0.6209176897831916
MIR8084,
LOC102724843,0.017533623107053482
RXFP3,0.0011705448963239158
MIR6131,
H2AC8,0.08803234364516202
KIR2DL4,0.054784749397794506
KIR2DS4,
PRSS3P3,0.6124850101695589
RNU2-4P,
MTMR10,0.02591194697512816
LILRA4,0.6962034009834493
ARHGEF26,0.2571278983592567
TADA2A,0.020338274271389588
SPPL2C,
PLEKHM1,0.005828618494361465
OR2T3,0.32340448295776225
CNOT3,0.3121690633627482
LOC102723996,0.12025805388607012
MIR6089,
MMEL1,0.035730939553626065
UGT2B15,0.0642364829578326
LILRB1,0.31332074556563133
MIR6509,0.8429712802006394
MARF1,0.7090011134028056
LINC00869,2.272223002126445e-06
TYW1B,0.022422749315063113
F8A3,0.11553226106262252
H4C4,0.42950314642645504
GAPDHP41,0.293177919712242
KIR3DL1,
LILRA6,0.8798030009007531
KIR3DL2,
SNORA9,0.1584676364069188
SNORD22,0.9971074102362323
LOC102724788,0.004295047294817133
MIR8063,0.04068849527280266
F8A1,0.004361095997741391
RPPH1,0.265189296806834
SALL4P3,0.6040090515706429
SDR42E1P2,0.2931779197122422
SPANXA2-OT1,0.0018138891655030012
LRRC37A2,0.01637022977401348
BTBD7,2.7461518835544772e-05
H2BC7,0.024222591277477022
GTSE1-DT,0.00017748196389855858
RNU1-5P,
CCL14,0.9505172622128513
FGFR3P4,0.6040090515706431
MIR6784,0.6040090515706429
CICP28,0.5369868449449438
MIR7854,
MIR6833,0.6040090515706429
RN7SL556P,0.7708056414355864
LHX1-DT,0.21218718734839442
KIR3DL1,
CDK7,0.012342839638217884
OTUB2,0.0253458000266249
FAM243B,0.04873069336817904
HERC2,0.02372763915967236
MUC6,0.7135216775632212
IGHV1OR21-1,0.6040090515706429
LINC02881,0.48997631858564694
LOC101929698,0.5735125898108853
EPOP,0.03719751430106417
TAS2R8,0.8031056479749006
KIR2DL3,0.4128043899432631
GOLGA6L6,0.5628970264429993
LOC101928087,0.46130296393018044
LAIR2,0.38774714209688543
CCL3L1,0.033755359738119176
RNU1-6P,
KIR2DS4,
CRIM1,
KIR2DL1,
OCA2,0.14922502927777437
SRCIN1,0.001255493443828238
SNORD49A,
SERPINA1,0.018636473330301998
OR6V1,0.528187960034315
MIR8058,
MIR8053,
KRTAP5-6,0.5559719954797706
APOL5,0.15494493629139336
MIR6881,0.6040090515706429
KIR3DL3,
LILRA1,0.6598422134490427
GPR179,0.019296519079893024
MAFIP,0.16113633480641354
TJP1,0.008348696803352276
MIR6891,0.08186181282727903
H2BP5,
LILRB5,0.4732226201340277
RNA5SP531,
REXO1L2P,0.6040090515706429
SERF1A,0.7961779775460631
LOC101269108,0.5536266872236444
NCR1,
MARCKS,0.028710719268810872
CPEB1,0.002979819735287434
LINC02338,0.6720320384957593
CEBPB-AS1,0.0018600275966200717
RN7SL473P,0.5651402250515907
ZNF670,4.278936517522686e-05
MIR6894,0.36478666097371515
MIR6165,
PKD1L3,0.8844449566580523
RN7SL321P,0.6852517288149969
KIR2DL3,
GPIHBP1,0.5168873400284718
LOC100533729,0.4255071377052999
RN7SL802P,0.05344254996985585
BSNDP3,0.09968071690013192
SNORD65,
OR52Q1P,0.6130172775602392
RN7SL495P,0.9587712931416423
MUC6,0.6831437632438109
MIR8078,0.6040090515706429
LOC101927815,0.35278659038822213
MIR8077,0.6040090515706429
KIR2DL4,
OR13C5,0.24383603003177629
GOLGA8IP,0.10478557396548523
VN1R99P,0.9701843226797038
RBFOX2,0.1528514592396355
MIR6134,
ELANE,0.9886319926611986
MUC4,0.2516695652816578
NEFL,0.061399587579178426
MIR6806,0.6040090515706429
MIR7845,0.5013790450940262
RN7SL575P,0.9492815052735605
DDX52,0.025044643294116736
CNOT3,0.10645913525175865
TPO,0.9773560907350163
GUSBP1,0.032200361853632016
LOC100419692,
RNVU1-4,0.1278880064801954
SCG5,0.0005942220114206183
KIR2DL1,
KIR3DL3,
WNT3,0.055570536434399236
LOC100288966,
PGM5P3-AS1,0.05562078969679799
MIR8061,
LOC105371267,0.02668775795618885
WNT3,0.48398519545374763
PDK1P1,
LOC440311,0.9065934768224395
GSTT1,6.518317391612204e-05
TMC4,0.0013830151477706152
MIR6739,0.5687587767696615
MIR6770-2,0.6040090515706429
LOC100420879,0.5778900302185741
KIR3DL2,0.6040090515706429
NBEAP5,
GLRX3P1,
MIR6856,0.32340448295776225
H3C5P,0.5106877845693591
MIR6827,0.6040090515706429
KIR2DL2,
SCGB1C2,0.3528497932796636
TRAC,0.7952065388040038
LOC100419891,0.6040090515706429
H2AB3,0.2957523299593684
KIR2DL4,
LILRB2,0.8164742959133814
MUC20,0.3965807063915877
LOC102724488,0.014967818096610753
RN7SL261P,0.8850757990745239
CCL3L1,0.9483936937193506
