,p_value
LOC101929901,0.3120198782966391
HCG23,0.2894196377454815
DOCK9-AS1,0.21789442998435254
KIF25-AS1,0.02388578558124652
TRIM39,0.08491752431156094
PRPS1L1,0.22324572576808752
LOC105373764,0.021969564062989354
FLJ31356,0.05481804249471559
ZRANB2-AS2,0.0013926385826271315
IQCF3,0.030188561583110785
TOB1-AS1,0.15405939620220194
LINC01435,0.029776987487614936
PPP1R18,0.3668790069092408
LOC100287704,0.29648589678903153
ALMS1-IT1,0.1372323122834269
HCG14,0.13839158311138797
ANKRD36BP2,0.7987518427350372
NHS-AS1,0.14708611000227398
LOC101928626,0.042642749628723456
LOC284632,0.03361898066993814
POTEB2,0.19436412451727733
PSMB8,0.9467112236036076
LINC00364,0.0023064767350849356
VWA7,0.16543270133798932
MPIG6B,0.004413144116166618
ANKRD66,0.01697602024871647
SFTA2,0.05886162267440259
PRRT3-AS1,0.17614871180699376
LOC101929006,0.7883815328302143
TCERG1L-AS1,0.28597928109954374
LINC02028,0.10316757022199279
TNF,0.05528060384524051
LOC101929721,0.6728604651325869
TPRG1-AS2,0.06672831871711185
ACBD6,0.10388601529894029
FGF12-AS3,0.03761705213547162
IER3,0.14978629355730882
LINC01721,0.10466194234617289
HLA-DOA,0.2829696000873191
FLOT1,0.03142548624187377
HOXB-AS1,0.7727524433619737
LOC102725019,0.8249538099993694
LINC00443,0.0021588271302518695
LINC01790,0.019867511075030906
LINC01433,0.019814051019603155
OR4F3,0.8907636755069819
LOC105375556,0.04889054668502675
LOC100133286,0.0280253038444261
LINC01840,0.004549640360001467
FAM92A1P2,0.05030900994905377
TRIM26,0.5030246369682423
LOC554223,0.07732335989804102
LINC01753,0.019491778968111332
HLA-E,0.1692345006229369
MIRLET7DHG,0.4193837378601323
XXYLT1-AS2,0.1067494240707518
LOC100507194,0.18246479408566085
LTA,0.20164624521428418
NAALADL2-AS3,0.033776020962548774
MSH5,0.10153527655070158
OR5H6,0.05812178505612993
TRIM39,0.08503052297730312
FEZF1-AS1,0.09213409249493804
LINC01284,0.14822324516903185
LOC100506679,0.33737722792134095
LINC01734,0.059297045988947326
RNF39,0.7511253579897894
POU5F1,0.3973000159027613
LOC105376736,0.11803560729242318
PPP1R18,0.4067960079073729
CT47A8,
TPI1P2,0.8586879140699795
DSCR9,0.16098942127970853
FAM41C,0.6644469829448266
GOLGA6L17P,0.2934674051409822
LOC100505664,0.07169338125233558
HCP5,0.01013886274092923
LINC01048,0.768375217592862
LOC101928336,0.007573272543159894
LINC01747,0.19674630410074456
LINC01972,0.15849926397194466
LOC101927795,0.017357242973252585
HLA-G,0.2965016139021306
HLA-DQB1-AS1,0.20695010225729948
LINC00595,0.009394732287460694
LOC101927895,0.49420433088505644
LOC101928098,0.03424479667340132
USP17L25,0.16482344535684457
LOC102724555,0.46685818199536655
LRRC37A6P,0.6077470880858844
LINC00276,0.016063253244085304
LINC01381,0.07491752009080754
ANKRD18B,0.016624189704155468
DDR1,0.9186553345679425
HLA-DRB3,0.4650354787201949
RNF39,0.997222207378097
ABHD16A,0.7344905852700911
PSMG3-AS1,0.8618226308027388
VAV3-AS1,0.012204950882782962
OR10C1,0.01344564830081814
PPP5D1,0.011966275322708497
THAP7-AS1,0.613571390278314
AGER,0.34718164869063295
MBD3L2,0.7096200824173999
LINC01756,0.04276622133827467
COL6A4P1,0.22804372679643053
LINC01799,0.32250315098947957
LOC100507103,0.005447483669080242
AOAH-IT1,0.06211381830194254
LINC00102,0.007589617254132938
USP17L1,0.16598679948554948
LOC101929441,0.035714289662988945
CCDC192,0.19114812738999754
ZNF32-AS2,0.11553561211097857
LOC105376365,0.0019035199534985282
GTF2IRD1P1,0.15092266443845112
FTX,0.033494531657708715
CT47A4,
TEX48,0.0035764023180231436
HCG23,0.2894196377454815
HM13-AS1,0.02267015091652858
DDX39B,0.42058626456130166
MIR214,0.006745305716610012
RGPD4-AS1,0.3832806498237403
PRB4,0.08924347652783292
KLHL7-AS1,0.03791168500640187
CEACAM22P,0.032942087426130195
SETSIP,0.009989336884496346
PSMB8,0.0648055782401939
LINC01015,0.31751791002872143
HLA-DQB2,0.1473480524548878
BRD2,0.04819873559657328
ENO1-AS1,0.02248751058700098
LOC105375266,0.34684185657267375
CLIC1,0.07836769551879605
CSNK2B,0.11736825847242881
FBXW4P1,0.0774351112390301
TAP1,0.06453704628324787
LOC389895,0.38578334005638715
HLA-DPB1,0.6466180471725971
LINC00332,0.17753320495777133
LOC105376480,0.11498960904621618
LOC284798,0.15392519777448796
HLA-DRA,0.9587514134537214
LOC339666,0.22457711172546665
OR5V1,0.2778439497117393
MEIS1-AS2,0.012799798349565817
ZNF341-AS1,0.07349212710570469
HLA-DPB1,0.7298222079532369
LINC01676,0.5511080441227174
ANKRD63,0.7366413194901064
OR11A1,0.468134975227818
LOC340512,0.11336784201769305
ARHGAP26-IT1,0.06286405809660561
LST1,0.28610925579934615
YY2,0.08660722371385342
FOXD3-AS1,0.06492666294105441
SRGAP2-AS1,0.27120484057862937
ZNF674-AS1,0.2797791450617358
OR2J3,0.13644669610460583
STMND1,0.142956033632827
LINC00486,0.04080992677910422
MOG,0.8281408386033053
LINC00692,0.0019469273406573185
ATP6V1G2,0.8368198122407787
FKBPL,0.044342140548741915
LOC101928307,0.017927717501705975
LOC105375972,0.003382659281962593
HAO2-IT1,0.1141516974865279
LINC00309,0.15089154774434385
TMBIM7P,0.02988321640778862
COL11A2,0.9834955922715388
MIR205,0.07482744275326796
LOC101927686,0.0029310837396940635
LOC154449,0.12107144014936104
MSH5,0.9794723389899583
LINC01520,0.044135910571494796
LINC00160,0.07068974723384652
PSORS1C3,0.3388104299980452
VARS2,0.5923247691226798
HSBP1,0.17786705485230048
PPP1R10,0.060279971823993216
TRIM26,0.015467472311236966
MPIG6B,0.004413144116166618
LOC105370306,0.008583247350083463
HLA-DRB4,0.13154558411477696
LOC100130520,0.4338219976497599
LINC00271,0.08860949645453427
LINC01804,0.07821713204031816
HCG25,0.8395936104821795
NELFE,0.07448091773608713
LST1,0.5311412207629651
USP17L28,
LINC00395,0.0018473168803468697
MIR92B,0.3192255505378185
KRTAP21-3,0.7629586044089869
MIR4422HG,0.20673968104879537
PSORS1C1,0.6347768464134371
LOC100506801,0.04007628784841901
LINC01508,0.1957189250883665
LOC105373343,0.5831416311468163
RING1,0.028033682098231108
VARS,0.5229612108609726
LOC101927377,0.6028971511307333
ABCF1,0.7191993587247207
LINC01468,0.5024004101173983
HAR1B,0.7640641755516259
MDC1,0.20556985032358674
LOC105378533,0.34183304070783016
TTTY3,0.8777160882207428
KLF3-AS1,0.010774137914490878
CSMD2-AS1,0.03752365890996527
LINC01098,0.3432018841374932
LOC101927884,0.04686402120378927
LINC01720,0.0058259155042601415
LINC00852,0.00027034381137259485
MICB,0.16868132780413697
LOC101926941,0.19735281897904447
LOC102724593,0.3316492025164893
OR5H1,0.4918325689068618
PLSCR5,0.001239105189443791
GS1-600G8.3,0.03303656538773584
LINC01593,0.017007135112238253
MICA,0.22575567353884748
TRIM31-AS1,0.017617625632881582
PPP1R18,0.17542691217897596
LOC101926964,0.054715674644885345
LINC01640,0.1664114183533593
C17orf105,0.009982106004939647
ATAT1,0.11104738528102115
AGER,0.34718164869063295
SBK3,0.04457687305697789
HCG27,0.46717432655863966
HLA-DQB1,0.23654748013321925
APCDD1L-AS1,0.0729983929110276
LINC00704,0.06389661044410418
SGO1-AS1,0.019701320229844017
LOC653712,0.29940454934186644
LOC728730,0.060447473972019355
LTB,0.5187952588002133
OR2B3,0.00031903502859936264
RXRB,0.29670242889651294
RPL13AP17,0.18704922643577004
LY6G5C,0.8360101820502887
LINC01816,0.41049621709631845
HCG25,0.1049138819618408
LOC101929147,0.03998181393505775
PRRC2A,0.574424553150455
MICB,0.0954065283827297
GNA14-AS1,0.00607692281616325
DHX16,0.07304663537043572
FGF12-AS1,0.002126413416846069
HLA-DPA1,0.23459653412160675
USP17L10,0.36120143402918936
LTA,0.20164624521428418
LINC00689,0.02144431903679839
LINC01516,0.02318086716740847
LINC01445,0.011340808484856517
LINC00396,0.23758812016431907
LOC440910,0.21599927386010068
WASIR2,0.06852986445821083
PSORS1C3,0.04241729537532668
LINC01305,0.22327613897612084
LINC00441,0.03746624937000775
SLC44A4,0.21782619637376865
ABHD16A,0.11103171802534301
RPS18,0.3325599589446313
LSM2,0.05340243671782252
LINC01353,0.39654248047015883
LINC01347,0.07236326521489023
LOC105376171,0.09471369011870433
LOC105375014,0.012254885974729554
HLA-DQA1,0.3551369558757752
FAM225A,0.39053831517417037
LINC01249,0.024145632716190447
LINC00278,0.14815845397988864
DPP10-AS3,0.013972756058273078
C2,0.9221999500622837
HSPA1B,0.7352361176155331
HLA-DOA,0.9419906068677669
LOC400002,0.055425772981508734
LOC401585,0.2213372309620517
HCG25,0.8835735614365198
LINC02015,0.009355900730787346
FAHD2CP,0.7203454886420619
SNORD62B,8.295009865699658e-05
PSMB8-AS1,0.2092295328435337
LINC01037,0.0371943255092828
DLEU2,0.3208322504488724
TNXB,0.9278503844015367
LOC100132215,0.09368467802259715
DAXX,0.06263435282735001
PPT2,0.5828858036973505
LOC101927596,0.6453781668603498
C6orf15,0.5342288238445383
LOC105373524,0.04852647368746461
PSMB8,0.0792771582509023
AGBL5-AS1,0.11481036261762771
USP17L29,
LOC100506895,0.03786821170231524
TRIM26,0.23940730739319618
DDX39B-AS1,0.28348671440090456
DLG3-AS1,0.04965691746098643
LOC101928489,0.024295948698147617
LOC101927765,0.36093100898575337
LINC01704,0.16267144211038792
LINC01307,0.0521020823994657
LINC00410,0.04818362557202078
OR2J2,0.3207455845830659
HLA-DQB1-AS1,0.13131873138008304
HLA-DRB3,0.8359985606691339
LOC101927136,0.06543715030741244
LINC01090,0.0036131700876675635
LINC00574,0.06092069764933481
LINC-PINT,0.6602848921670239
ARHGEF9-IT1,0.0016949733903126212
LOC105375014,0.5005599519853458
PPP1R10,0.060121562449284106
TSPAN19,0.023116212177475087
LINC01273,0.1180060198614848
ABCA9-AS1,0.08822204907730091
EMBP1,0.13558536489390663
LINC01354,0.005847297859453265
LINC01611,0.04727335698310227
LINC00575,0.052943920767107557
DBIL5P,0.43245934917209594
PIK3CD-AS2,0.12235074135220696
PCAT7,0.1221473790033386
LINC00210,0.01903667279185485
HLA-DQA1,0.3450379322869006
AKAIN1,0.4226822671730005
PRRC2A,0.46312070633649705
LINC01819,0.16055896240677692
LOC343052,0.9486796989181681
HLA-A,0.3813189399952661
UTAT33,0.005081574452789971
CYP21A2,0.578493575399346
LOC105375014,0.0249346904056767
LOC105373805,0.382964359007805
MDC1-AS1,0.4416781899505786
OR5K2,0.05235944680892528
IPO9-AS1,0.07599629200518461
F10-AS1,0.5979120322464161
PRH1,0.9890916538519835
TRAF3IP2-AS1,0.3247626979736693
DARS-AS1,0.2800705024815446
IDH1-AS1,0.7315475929213919
LOC730100,0.009415360307381241
NEBL-AS1,0.8470739487401648
PSG1,0.04506549501291229
TAPBP,0.4952372210315792
LINC01598,0.02809956623752195
HLA-DQB1,0.39457963247000205
PGM5P3-AS1,0.019551606119638087
PHKA1-AS1,0.08339720223951907
VARS,0.6552185687057517
HS1BP3-IT1,0.00112664252363152
PABPC1L2B-AS1,0.029608559460219362
LOC102724323,0.9955032644410792
UBD,
LOC101929231,0.4215268688182222
APOM,0.44494753406716314
MCCD1,0.4852193026748667
LINC01787,0.018883475433495892
PPP1R2P3,0.10465852073226085
LOC101928014,0.250344204829256
FLJ27354,0.4503055498874483
PBX2,0.6146923429967719
LOC105372833,0.024051831624455667
LEF1-AS1,0.8222661309993494
LOC102725019,0.2558983733929888
DEFT1P2,0.04757891703506791
ZBED9,0.023896279418733672
EHMT2,0.20594550076997087
LINC01798,9.775847735325074e-05
LOC101928475,0.1502194797644718
HLA-DQA1,0.22625976198991207
LOC100132077,0.02122640028607768
LINC01063,0.6657493288101959
TMEM253,0.07327313293787828
LINC01031,0.06614603539035467
LINC01697,0.01994170708595645
LOC102725019,0.05484593926633403
RPS6KA2-IT1,0.07712034097980813
LINC01104,0.04896411795821897
ZFP57,0.45221602167737396
LINC01653,0.0025648785123023347
RFX3-AS1,0.001996063704745766
C6orf10,0.17935390262129952
TMA7,0.012156275132833409
LOC730159,0.016082723014875466
LINC00384,0.8775947271433788
MCTS1,0.92771127818475
DYTN,0.009240938791914207
HLA-B,0.5013403375451259
PSORS1C2,0.26190046465424305
NCOA7-AS1,0.015439853460521862
NDFIP2-AS1,0.021034995071094558
LINC00867,0.0004341250528688959
GNL1,0.19145109184035847
RAB9BP1,0.6995417119557874
RAP2C-AS1,0.04015917736899823
LINC01873,0.01001155316139944
ABCF1,0.10415645825895187
LINC00708,0.17147066926565924
OR2J3,0.5839097596558673
SLC44A4,0.29089374002691065
LINC02181,0.033153529499411756
MTRNR2L4,0.0207184680839815
MTCO2P34,0.03058923278550673
LINC01701,0.38072948460175027
LINC01047,0.06031945864703818
LINC00865,0.8564344943677815
LINC02043,0.05756534081072928
ASCL5,0.44468164502887153
DPCR1,0.18473681162497013
DDX39B-AS1,0.1763140447042456
TMEM114,0.936677109216759
KRTAP25-1,0.27908063243457526
USP17L24,0.16482344535684457
LOC100505824,0.025401876697585108
OR52I1,0.0008921057365636117
FLOT1,0.01168931639798179
GNG12-AS1,0.06552652830609879
SLC6A1-AS1,0.09767146588264561
OR11A1,0.468134975227818
LNCPRESS1,0.16091509764908282
DAOA-AS1,0.12451744101464567
DPCR1,0.09780882438952022
GPANK1,0.08261228133903459
TAP2,0.09735673842297211
NOTCH4,0.59593443192886
LOC102725019,
LINC00279,0.638232542579295
HLA-DQB1-AS1,0.09397071966514794
SEMA3B-AS1,0.22616164007788483
LOC105375009,0.5972575495369817
HSD17B8,0.08100036998691033
TAP1,0.06564199786029448
LOC101928386,0.005774072747803623
OR5K1,0.0029357293013698876
SMIM26,0.11753209265372283
OR10C1,0.01344564830081814
USP17L13,0.6879250507948678
LINC00112,0.842977123488522
LOC101928402,0.2916805542484049
CYP21A2,0.8912597329217874
BPESC1,0.34765400697382387
TTTY19,2.6319630166332893e-06
TUBB,0.0538904311713891
PRAMEF6,0.1626619012032305
LOC100289656,0.7535808797076294
C9orf172,0.6386781864224211
MHENCR,0.11654135074377223
LOC105378753,0.31638629013409236
LINC01450,0.03331878694554842
TGFB2-AS1,0.026958806821206393
OSBPL10-AS1,0.00023772970031699136
LOC101929006,0.021920890357705853
TRIM31-AS1,0.017617625632881582
LOC151484,0.03273634104270581
LOC645166,0.9272084524570503
LOC100289473,0.007216905530245366
OR5H8,0.0572362393069817
LINC00945,0.0640893602762592
COL11A2,0.4467587507153503
LINC01809,0.17882334635652977
KCND3-IT1,0.009475032535591746
LINC01549,0.06422903481038006
LOC101927257,0.1013973121463182
GABBR1,0.0626712493781845
TUBB,0.05392808341326622
SKIV2L,0.2108288901531527
LOC101927143,0.0009603761765990566
HLA-DQB2,0.46067073665988
GABBR1,0.7577252278715885
MOG,0.9291264425935065
LOC105374328,0.003605911331828113
LINC01431,0.15724432484611625
LINC01780,0.04974159990149076
LOC105375009,0.5972575495369817
GOLGA8N,0.9043847363391364
LINC01656,0.3647454116537632
IDI2-AS1,0.0023228089384598506
LOC100507670,0.44543298099042317
LINC00665,0.4401059094087396
ATP11A-AS1,0.003125716029139257
LINC00442,0.14922413904360374
LINC01628,0.2825897706803288
KIZ-AS1,0.00751943643583337
LOC101926943,0.011745899334981333
LINC02022,0.043887785174011755
HCG27,0.15685145016013957
LOC100506178,5.283605881197924e-06
LOC100421746,0.04831619245275958
LOC105378499,0.21006359865990668
FLJ22447,0.010258103138106425
BMS1P22,0.033125127784286404
LINC01162,0.012075412320180955
SLCO4A1-AS1,0.2099148386815723
HSPA1B,0.07245598093454463
TTTY20,0.35970254191146667
TNF,0.05528060384524051
COL4A2-AS1,0.9117967493722992
RPS2P32,0.49687748127138887
LOC100129620,0.04672561697597743
LMLN-AS1,0.20864132712901845
LINC01700,0.47547651412191283
PET117,0.3459776110981887
TRIM39,0.08503147796396401
PTGES2-AS1,0.13941532199403556
LYRM9,0.3637523931093688
SMG7-AS1,0.12980537089730695
SEC1P,0.08454076663430113
DPYD-AS1,0.14789741575161328
LOC101928404,0.08786397314749285
LOC101929413,0.5461963990813858
LOC105375009,0.5972575495369817
LINC01166,0.3406240396997898
DLGAP4-AS1,0.2148516479764189
PLCE1-AS2,0.007549326311619237
RPL23AP87,0.3450762687822535
HCG25,0.8395797474912635
OR2J2,0.45057431145041993
DEFB130,
LINC00374,0.0012755558506150403
SNHG15,0.02274783299701977
HLA-DOA,0.3480672495219711
CSNK2B,0.1286629690299975
HLA-DOA,0.2515006656030237
LINC01737,0.0005690680551796661
CYP1B1-AS1,0.03573413973449535
MTCO1P57,0.8298987441454299
LINC00327,0.0011003104329239375
OR2H1,0.024090534988833633
LINC01219,0.04398820606788875
GACAT1,0.0015065475501602592
RGS5,0.31930334065969385
VPS13A-AS1,0.34545491624061075
MIR3936HG,0.003300746826542883
LOC101927560,0.16808681435493872
NALCN-AS1,0.05756106772737429
SNHG7,0.5108902180656025
NPIPA1,0.15464619078994996
LOC100506585,0.0021347792282882566
PHGR1,0.0019030382814248599
OR5V1,0.07992613447469242
LINC01722,0.005091618357225866
DHX16,0.07304726404288366
LOC100133267,
MICA,0.22575762293602317
OR2B3,0.00031903502859936264
DDAH2,0.1687204416159471
LINC01271,0.02167384688457396
LINC01755,0.03571390784134793
LINC01399,0.7053045662220512
WTH3DI,0.148343514945561
PSMB8-AS1,0.32317073395660423
LINC00892,0.08874347175030177
HLA-G,0.09384804739220438
LOC339260,0.9547961502892435
HOXB-AS3,0.10652476529075712
CTAGE7P,0.8815497129229867
LINC01007,0.022460602803609207
LINC00456,0.04933393156681189
USP17L11,0.37971879406613673
PSMB8-AS1,0.35163105815732565
MAS1L,0.22124449832705506
LOC728660,0.0022921487371106225
GTF2H4,0.04593545808041839
CYP21A2,0.9647158297810996
UBE2E2-AS1,0.32972841105007167
LINC01762,0.24343450747575116
C6orf136,0.11179206756817164
LOC105376070,0.5574147613788809
OR2B3,0.00031903502859936264
HLA-DQA1,0.8824650646915199
RNF224,0.023240985081358682
LINC00642,0.0040624331212677335
HLA-DQB1,0.8534069898665173
GPANK1,0.585637900561014
LINC01687,0.040989220616256594
LOC100996842,0.31633533789005724
NPIPB8,0.20704218905954225
DEFA9P,0.38523129277391377
LOC101929464,0.023888431688603905
LOC100129434,0.01823865026670421
LOC101929633,5.039807109011795e-05
FAM238A,8.71933822208077e-06
LOC105376116,0.1168233024429335
GPX1,0.049865552732318276
LINC01728,0.6800598895470183
LOC101928401,0.007436099376478269
LOC105373354,0.040828980550112276
XXYLT1-AS1,0.4026857397165696
OSTN-AS1,0.5700812239990247
C4B_2,0.2997401716086595
PPP1R11,0.1041751786309841
DSCR10,0.002410110774323554
TNXB,0.2420782963685633
USP32P2,0.7147753204062945
TLR8-AS1,0.007749805672181911
MSH5,0.2505437165252878
BAG6,0.12123626329011856
LINC00028,0.2574273946215535
CHRM3-AS2,0.4130064814195541
LOC101927051,0.6062835134340658
LOC101929297,0.02115753465189399
GTF2IP4,0.012037759635567542
NKAPP1,0.2549230996125772
LOC200772,0.09909493452848978
LINC01719,0.6856272481303285
LINC01648,0.2119148251685717
LINC01046,0.34103096636499075
FANK1-AS1,0.0741239971885872
OR5H15,0.06758919181149774
DHX16,0.06306999221984076
LINC01783,0.17887219028160603
HOTAIRM1,0.20337894679742033
BTBD18,0.016993677659495245
LOC100130849,0.2831067373454893
PSORS1C1,0.05104556069338514
KIFC1,0.2772438550184707
LINC01683,0.2939732648729607
OR12D2,0.4850575510285944
GPSM3,0.8765425257084327
LOC100128317,0.010481174333606378
TMEM238,0.5705844768440071
SYNJ2-IT1,0.11810087721406559
ZNF197-AS1,0.10040231369745203
LINC01638,0.10608055468184299
ZNF529-AS1,0.9162396897505717
DEFA10P,0.05843410884910726
LOC730338,0.02296761590640311
DNM3-IT1,0.06825000352879887
B4GALT1-AS1,0.44141802541651465
DHX16,0.06304182724112735
PRR3,0.19743209225792957
LOC101928797,0.0029393343251806077
LINC00690,0.2646693225967161
TRIM31,0.3940969715728766
HLA-DPB2,0.30029910915793784
LINC01884,0.0007053594715079606
LOC105378853,0.2018219549709582
TRIM15,0.48869830372044487
ERI3-IT1,0.029340032367466466
LINC01851,0.0005300772789162176
LINC01392,0.04157916379469989
TWIST2,0.1317638471067599
LINC00462,0.111922801307485
DDX11L16,0.5063172110278329
OR2J3,0.5839097596558673
LOC102723833,0.009099179714797042
LINC01137,0.805571079134499
OR2J3,0.5839097596558673
LINC01158,0.04654402837090727
C6orf136,0.10899796023360735
GPR158-AS1,0.018875589819023503
PIRT,0.1614643249433972
ANAPC1P1,0.4426936772416129
OR2B3,0.00031903502859936264
LOC105375342,0.008502627539890284
C2-AS1,0.16482344535684457
LOC100505795,0.07661783974839978
LOC339807,0.011580191238077077
TTTY18,0.41296743561894134
PRR23C,0.26492675103710306
SLC26A4-AS1,0.05219121329891564
RPS29P29,0.2650814847825383
MYCNOS,0.319635672304396
LOC105376276,0.16847267174491914
LINC01122,0.0170904800572144
LINC00284,0.06616325419333279
LOC101928185,0.17585994842685673
PSORS1C1,0.8530145303301637
HLA-DQB1-AS1,0.043944386573156406
LINC00656,0.0020512962025336107
DSCAM-IT1,0.5705594354353951
LOC100506289,0.33732663884793224
HCG25,0.8395841817010667
LINC01251,0.6890777455548752
LINC00367,0.00028981182391063346
LINC01136,0.2503678884231594
ZNRD1,0.0856808525179264
NELFE,0.0744839109510333
TRIM49D2,0.10676802154968464
TSPY4,0.024197552879767544
LINC01237,0.00015416084422390126
MRPS18B,0.027144792514327526
IFNA13,0.327614884921579
HIST1H2BN,0.047829961999156546
ZNF311,0.8567618127317352
LOC100506098,0.05247185757614881
PCDH9-AS4,0.06396231395432861
HLA-C,0.5460763015629497
KCNQ5-IT1,0.02033629842963743
LOC105378991,0.17927664120326078
LINC01015,0.30537197266890054
TTTY15,0.9425180096386329
LOC285889,0.13956595068688357
LINC01680,0.06298669623349981
MDC1-AS1,0.4416776812161971
TCF19,0.23123080450566713
LOC727993,0.029212725952745502
LINC01503,0.2645697520010585
HLA-E,0.1692035292077872
LINC01761,0.007581596702571442
POU5F1,0.17061928710188493
POTEB,0.7764365431651215
LINC01694,0.08260860160420427
LOC101927502,0.15633640608122892
RPS28,0.428621046892785
KRTAP5-AS1,0.047256501923502774
TRIM40,0.0004938189905514137
CTXN2,0.06381640729859159
TRIM27,0.037003056997692206
LOC101929006,0.7883815328302143
UQCRHL,0.015469514973910118
LOC101928834,0.04269973540292923
LINC01360,0.00784741798875889
LOC101929526,0.15564681654125848
LINC01425,0.02082248997609285
PPP1R18,0.4067847825347817
DDX39B-AS1,0.2833464189282248
MDC1,0.21427261927533395
LOC101928403,0.0003812846449227171
VARS2,0.8029314434247123
TRIM26,0.2534539950391439
LINC00463,0.05065000869508048
PPP1R11,0.10417577694606987
PAGE2,0.19517472482722314
SPATA17-AS1,0.037450538238122916
TPRG1-AS1,0.7641103353170233
DDR1,0.8810974584657487
HCG27,0.3058478509708929
DDX39B-AS1,0.28348671440090456
LOC105375297,0.5114517569890658
MOG,0.16246561065043286
OR14J1,0.06999127058751495
OR2W1,0.3918459677693815
LOC340017,0.019413305033597034
CCHCR1,0.28974298485805317
RPL13AP6,0.3993712619152333
CSN1S2AP,0.23869607726622086
TRIM26,0.28595198628090374
LINC01961,0.16599041445195475
HLA-DMB,0.9577601410298459
LOC101928820,0.04234124993820452
PABPC5-AS1,0.02653802888363031
RNASEH1-AS1,0.4822334406674006
LOC105378311,0.014472302349419472
LINC01114,0.005019507460077315
DEFA11P,0.02288243715820126
LINC01781,1.986506256326807e-05
C16orf82,0.06144194081885004
OR14J1,0.06999127058751495
ZBTB12,0.5728316812160213
LINC01191,0.4416587652920443
LOC101927914,0.9766881249058958
MICB,0.3605247571964362
LIX1L-AS1,0.013583841638488808
TMEM229A,0.0019643301367229127
ZFX-AS1,0.3393543692916463
GPSM3,0.20031499338998873
HSPA1L,0.9720384149591534
DEPDC1-AS1,0.20736647272614156
LINC01723,0.9307414378844449
PRR20E,0.4565204621996294
C6orf10,0.17471760953783155
ZNF879,0.6691568100387832
LOC102724334,0.25127569369899455
LOC729040,0.276481099351248
LINC01878,0.0788215234910616
HCG9,0.267548163628634
LINC01505,0.006652063406573046
LOC101928000,0.347464756075622
LOC102725019,0.15210895327512952
NEU1,0.03266208511723105
OR11A1,0.3255713330230591
LOC349160,0.035864325155135726
LINC01914,0.007633675949590839
PSMB8-AS1,0.3231836485950992
TATDN1,0.0032450807264847764
GTF2H4,0.1974639920138688
RNF219-AS1,0.027507798202754365
LINC01426,0.016725607651040607
USP27X-AS1,0.5624078496056628
LOC440896,0.033511026369371866
CCDC188,0.22338792774932556
HCG14,0.03371290053614652
RBMY1A1,0.41662742221830174
ZNF37BP,0.16380605045901367
LINC01250,0.03335008831462086
LOC100129484,0.7776737611141782
VWA7,0.16383930006635028
LINC01432,0.19408850298022584
KBTBD13,0.15730812859947585
LY6G6D,0.3588460770307067
ZNF736,0.20990473617866198
FGF14-AS1,0.1142421921108603
SLC16A12-AS1,0.3315651460729857
MAGI2-AS3,0.02909938862916208
PINLYP,0.5029689714626434
CLDN34,0.09252299025618067
MIR3663HG,0.08925938275601888
HSPA1A,0.4447959648571512
AP1B1P1,0.04431200055036325
HLA-F,0.12478223678398945
RPL34-AS1,0.0009638234862734789
RHOXF1P1,0.01819423515473049
SP2-AS1,0.02637015507717643
TRIM27,0.07708815846145642
ERICH3-AS1,0.01991834136881659
RPL13AP20,0.28057756688885277
LINC01506,0.9361573123991649
BRD2,0.5776408653296209
GPSM3,0.20026191563394716
C5orf58,0.03747749664690938
LST1,0.8888412307708811
LOC102724357,0.08237565676096344
HRAT17,0.03578428894434642
NFKBIL1,0.09671429573784157
ATF6B,0.10566323570798512
FAM133B,0.12187212071434692
LINC01759,0.18901444449453775
LINC02020,0.015967283085820225
ATAT1,0.7207221621396256
LINC01309,0.6226380997885331
OR10G8,0.001639954646151558
LINC01800,0.003302056703139836
CCT6P3,0.7122174222559453
HCG9,0.09189197853047308
CHRM3-AS1,0.06522069739092218
MCIDAS,0.14484777989636274
PSORS1C2,0.2068442215291742
MAPKAPK5-AS1,0.19267723511565446
JRK,0.6383086567732579
MOG,0.7375601987975426
LOC101929420,0.02039905193514898
BAG6,0.16889878329079197
LOC101927907,0.10926191998946547
CHL1-AS1,0.09353191043801787
LINC01934,0.010605275558586567
ATP6V1G2,0.8368198122407787
ZFP57,0.45221602167737396
TCF19,0.2083172999300029
IFT74-AS1,0.921829765367348
SDCBP2-AS1,0.010503908697863927
LOC101927043,0.13829142856202414
LOC100506175,0.03805679312781762
LOC105378687,0.8800565448453364
LOC105375401,0.017665603133855
GPR50-AS1,0.3850638511991866
BRD2,0.505578935333413
LOC101927870,0.14639344203828097
TMEM212-AS1,0.8225091296832525
LINC02092,0.024080227670037646
LINC01287,0.02549826459225827
C6orf48,0.14349770615101337
AGER,0.27707345683008766
FAM170B-AS1,0.08534359467354727
GAS5,0.6164694709110834
HLA-B,0.4575631484015207
OR2J2,0.002057240877008026
LOC105755953,0.32181901308571315
FOXP4-AS1,0.27135133150006424
C1orf140,0.04800786403324343
LOC105378325,0.04104661935594721
C11orf94,0.38536548445262586
LOC102724053,0.3350556166904112
LINC01103,0.07747419742524769
LINC00458,0.051565815111172156
HLA-DRA,0.9586784338099734
DXO,0.7108809931281059
FAM197Y2,0.10931336873494243
LINC01135,0.8990425669515097
NRM,0.7317149556770604
LOC100507506,0.029863327207510747
LOC285423,0.11838762507350133
IFNA17,0.9342768473074048
HLA-DPB2,0.30029910915793784
