,CLL_p_value,T2D_p_value
CA10,0.017956541186328244,0.009523123502942897
ACP7,0.017976915313312872,0.0019154363429464498
LINC01315,0.01798489021372883,6.31279542075122e-05
LINC02388,0.018001722121889736,0.003986326206789536
PCDHA10,0.018015779265610803,0.0001067984679215226
GIT1,0.018017678707015233,0.00016791889861309924
TUBG1,0.01805255866793346,1.311371926148926e-06
TERF1,0.018067790056877656,2.3371534081219586e-06
LINC00398,0.01809643813771335,0.00018623982696347162
RPA2,0.01812676186416657,1.9199067587186636e-06
TSFM,0.01814719082007575,0.00011298220920797164
RAB10,0.018182424060774895,0.00012138175604778096
TMEM72-AS1,0.01819821366140359,0.03383351861648915
SCRN1,0.018215187661104006,1.606154078580141e-05
MPV17L,0.01825019509870857,0.0011270853796452266
ZCWPW2,0.01829187481555222,4.032435201827263e-08
SKP1,0.01834129445110297,1.246598695216676e-09
TRAPPC12,0.018361822989418655,1.3642971211408999e-05
OR1L8,0.01837141064910821,0.035556463141398126
TTC39A-AS1,0.01838115359293013,3.332079546628786e-05
SCN9A,0.018394802903853834,8.40852085203199e-05
PTPN11,0.018404911739426613,6.087435039046219e-06
TMEM86A,0.018418837745838575,7.601309203274531e-05
IFIT5,0.01845393703212059,3.211309154847498e-07
SDR16C5,0.01848893747499238,0.038144538239799096
PPP4C,0.01848894097119559,0.0005008144152169546
WSB2,0.018507244729918448,7.551990820594084e-08
EFL1,0.01852116332241334,2.7231882635242554e-05
TC2N,0.018527052432104844,0.020497424327185453
DGCR2,0.018579288270141145,0.000170116883623386
FSTL5,0.0185832059411165,0.0020401204899836564
KBTBD4,0.018584779606630467,9.156993179859956e-08
CALHM2,0.018586673753153895,0.018719611151783142
DNAH7,0.0186034998518942,0.0038310853348537737
ZNF608,0.0186295543116858,1.9738570171498092e-05
SRP9,0.018659362261922434,2.733313867495364e-08
CCDC189,0.0186619095030489,0.0016200714988257893
ADGRF3,0.018689615408086176,0.0004135502715652993
PPM1D,0.01870709253763752,7.596019300427504e-05
KBTBD7,0.01871394573602621,1.559805237940931e-05
DIRAS1,0.018731416706619954,2.1487701083308896e-05
RWDD4,0.018737718199791475,2.8363143933547477e-05
SLC6A17,0.0187708520349949,3.9014458028226555e-05
CDRT1,0.018775305820767935,0.046008416567055684
BLOC1S4,0.018777982488307123,0.001605390908762006
PIGL,0.018785266662830882,0.0014196196900498946
LOC105379194,0.0188066927882696,0.006846958652949673
GPRC6A,0.018808156085876302,0.01956428654830037
PRPF19,0.018814220970447226,1.6958741613226917e-05
HGH1,0.018826232526099884,0.0040016124308754975
SRPRB,0.018826659138292914,6.040455069101414e-08
GPR158-AS1,0.018875589819023503,8.072148079644933e-05
MFAP3L,0.01889268423754571,1.9157331101685613e-05
PROS1,0.01889966305157786,0.0006394626018076822
DUSP12,0.018913747343793943,4.0815324418159584e-07
FALEC,0.018914801293132652,0.00034062479391649335
KCNH1,0.018959195212816773,0.00016827896925764366
ACAT2,0.018964673051085432,0.0020201410479595743
ENTPD3,0.018972511034452706,3.791575568506679e-06
C4orf50,0.019016874289398453,0.00047468608912619697
MAB21L3,0.019024453003193196,0.0036615196843430616
BCAP31,0.01902565170778418,3.1893485935316674e-07
MAFTRR,0.019039019735479345,0.0074366882169211185
RMST,0.01904709800109392,0.028524209299121087
KRTAP4-4,0.0190508079368192,0.02255701301548658
CTDP1,0.019082181382997873,0.00024764472970124565
FAM160A1,0.019095754078475545,0.02250491322036023
NPY1R,0.019140232930961443,0.01227092827847052
GNAS,0.019152731538606808,2.3663099397811376e-05
TENM4,0.019158700435119712,0.000724456202115275
CKB,0.019164352824514008,0.005542083120786441
ARFGAP3,0.01917710929423801,1.4468040635445835e-05
CCDC122,0.019208650073848692,1.8152929701717723e-05
CFAP36,0.01923747601652993,4.65265728315508e-07
FANCF,0.01926829068952121,6.1281447873701294e-06
EHMT1,0.019274574298576874,0.001693615616088547
CROCC2,0.019300509390420603,0.019385556669222852
UST,0.01933669340662039,0.04509543121354351
P2RX6,0.019388064810879315,0.0003919107578491634
CCNL1,0.01940823656443246,0.006212907667714343
RAB3IL1,0.019408396623230902,0.0024475976546450293
TMPRSS5,0.019408901216178866,0.014694071368812872
DEXI,0.019416504474757554,0.0002501723176763206
AMBRA1,0.01942438068104862,6.722965703885407e-05
DDX39B,0.01943009285736644,0.0002785605667541715
LINC02261,0.019430627255180778,0.0008017448263403429
PTGDR2,0.01943201085327105,0.0003422676593714954
RITA1,0.019449611116269985,0.00010572892027221911
SCAMP2,0.01947100440887415,1.7781285916839942e-05
C8orf37,0.019480600634533676,3.887805449367746e-07
TOB1,0.01948824012508029,0.0001271726754760085
ARHGEF26-AS1,0.01949101474370982,0.0024257781145517114
LOC731157,0.01954602050916877,0.0052751485332771025
CROCCP3,0.019551547569583622,0.0003553738765534416
BTN2A2,0.01955624809012703,0.0018671024167679795
TAS2R5,0.019564280789725805,0.010165576408183321
ITIH5,0.019565061893658933,0.03074685203738971
IQUB,0.019613503434907663,1.9536112658506155e-05
LOC254028,0.019613544905146742,0.04169236363779778
RBM47,0.019630868624634236,3.411700464522532e-05
IGFBP6,0.019635100787921574,0.03602006036149941
MED8,0.019659674711717083,2.0567955643569554e-07
ASB11,0.01966429927772265,0.0017583884428856668
CKAP5,0.019665155042382948,8.306366449300534e-06
GHITM,0.019692261078617546,8.56693313188538e-09
SGO1-AS1,0.019701320229844017,0.0009498686253184359
ATP6V1F,0.019703066129110148,3.0740661409747146e-06
PASK,0.019704232322063645,0.00011707108193047144
GBA3,0.019704260705857162,0.004374828782786445
CHPF,0.01971277136725388,0.000604525943887723
ECI1,0.01973595282799901,0.0010719217668734387
PRR13,0.019758383158498805,1.7617151976052464e-05
MIR659,0.019760000666564956,0.036653012333920126
UPK3B,0.019760122091706488,0.04043767490769572
DACH2,0.019792772427063076,3.275951699763014e-05
TTLL9,0.01980198831760687,0.043910129010814224
COL21A1,0.01980449901382921,0.04100370626613238
SOD1,0.019818491332746806,2.3605694637595705e-08
GZMB,0.019830336924789086,0.03410894679388018
SNORD83A,0.01983522892764384,0.002007961506788546
TMED7,0.0198558136437657,1.2766432537646785e-05
CCDC114,0.019870396031095038,0.0007674130309167829
PDPK1,0.01988611065029341,5.33168911869853e-05
GHET1,0.019904583415425687,4.29586691689332e-05
STK4,0.019905029269556184,7.491489790863595e-06
NUDT7,0.019939801150903463,1.020946646080518e-07
MMRN1,0.019939910618258592,0.000844086614378067
LINC01697,0.01994170708595645,0.016192505062419458
CHST2,0.019961958779507103,0.023659132535455547
MORC4,0.02000655531568169,0.008341409045779053
HCCS,0.020017869420408178,1.0312338463071084e-06
RBM44,0.02003420375777427,0.014957815232733604
RRN3,0.020060730950328457,3.76206491304055e-06
NREP-AS1,0.020068684559899998,0.029898997665276275
ELL,0.020078655625401377,0.0009007566309136639
RAB6B,0.020085988589788946,5.645113050809252e-05
ANKRD31,0.020103050390084573,0.00013903105450904468
FAM218A,0.020105425735537936,4.607280750518261e-05
SLITRK6,0.020116329800288237,0.0002629562223545994
RABGGTB,0.020124044100103745,3.833681159170742e-06
HNRNPLL,0.02012729285632467,1.9765346718341552e-05
LINC00184,0.02013042021028999,0.007461417134973476
KCNK7,0.020135584514656843,0.003764990743993495
AKAP6,0.020144470537649943,0.00010007582914229514
MOB3A,0.02014449247064899,0.0005402527975719943
LINC01981,0.020174521135838584,0.011758196681240262
FIRRE,0.020193749506437084,0.03679006467177251
MIR1250,0.02022724069387756,0.024249627079357287
PCDHA3,0.02023171585034455,4.084082877032368e-05
GPR137B,0.020269522694324235,0.00019909679240752597
PLAGL2,0.020271931354330683,2.9559153113180093e-05
GNG2,0.020281746601415983,2.0394510884036683e-05
E2F3,0.02028640170647562,3.988330968762095e-05
COL2A1,0.020288424891836583,0.030581430634079417
B4GALNT1,0.020292810962285145,0.0003866650983292355
BAG1,0.020325694061602236,7.809944703185786e-05
SLC35F1,0.02033853823592449,0.0066573834595146
KCTD4,0.020340063219507713,0.048648845303231984
F11R,0.02034677386433382,0.0030225989694074975
RGS9BP,0.02039667174536336,0.0005723238531192071
EIF4E,0.020426715922301636,3.724951598774779e-08
KY,0.020439328729112378,0.00047067164413052386
TAAR1,0.020449005116668757,0.0006319665050024507
CBR3-AS1,0.02045556082633767,7.180020787004141e-05
SLC18A2,0.020560552369423966,0.0020329916292046745
KDELR3,0.02057427397442484,0.0005391322479670139
EIF3C,0.020590786601979907,0.0018608145085190876
DDX50,0.020637816301143013,2.2056359705474748e-07
FAM32A,0.02066552569440254,3.273372915682051e-06
MGAT4C,0.020678790194823184,7.160306164576672e-05
MAGEH1,0.020694941036210453,3.0150310876242156e-06
ZNF140,0.020736674825773977,1.188831087295391e-06
PRELID3A,0.020737167093277525,0.0001063255139377003
MYO10,0.020747079734086484,0.0020165159207405207
RPS6KA5,0.02075613113726529,0.0008779385503498355
GLRA1,0.02076504031504216,0.0008023814998964662
GABRA3,0.020815895992532203,0.0005121794286096038
CFTR,0.020820240689563573,0.010809823940418607
BCKDK,0.020828475373755314,0.02716862528207458
RNF180,0.020860593393639902,1.4819085075907688e-05
NEU1,0.020870394576998807,1.2331489317226384e-05
LINC00365,0.020874505431354228,0.000811123629162225
LOC100507156,0.02088101037177186,0.00474615840566289
MRPS25,0.020887659948216702,3.1110234782952166e-06
AKR1E2,0.020903064809134276,0.0013059421771763767
NF2,0.02091632636225213,0.000202821196540131
B3GALT1,0.0209220185764657,0.0011974573509556518
MAL2,0.020923630035335605,0.00027073769098860336
KCNJ6,0.020932736503584178,0.000280953826832956
TSN,0.020935668500242,2.5896460639400846e-08
BAZ1B,0.020937786069489275,8.908228442700335e-06
LRRC2-AS1,0.020947588924713725,0.029984661746644464
ZNF491,0.020948754772775562,2.4037897518231356e-05
FAM167A-AS1,0.020957299070239663,0.009759439073341532
ABCA4,0.02096877272852886,0.03962233534383348
FRRS1L,0.02100271939778276,0.0003073969872024237
SARNP,0.02101201070433359,0.0001203976447768811
C1orf141,0.021021244741844303,0.0014933571430468667
PLA2G4F,0.02103041847982021,0.0130639760420584
SLC30A10,0.021034395077781824,0.01186308022722985
SIRPA,0.02104477094197104,0.012353710560816768
GLMP,0.021056504831984894,9.892582897358368e-07
ACSL1,0.02105653039004863,1.3355946173031368e-05
JOSD2,0.021064628777466708,0.011097146385201102
OXGR1,0.021065177786864574,0.002029941575789338
MRPL21,0.021065713386378297,2.701074189075017e-09
EIF4B,0.02106785688393311,3.5309415150664153e-06
PITPNC1,0.021090163225483856,0.00020505642409407958
MIR6782,0.021132505446843662,0.03101032623298854
YWHAQ,0.021132886415892435,8.331792079902197e-06
RPP38,0.021138111222331835,4.1411386798427806e-07
ABHD15,0.021167185991064333,0.00018337170819539563
UGT2B7,0.021173330809197848,0.00386328264468151
SLC16A12,0.021212046191406708,8.094962769776913e-05
CCDC181,0.021224300743445484,8.163503862848743e-05
SGPP1,0.02123131490172488,5.338870188392125e-05
COA6,0.021245701350752745,3.7699017260801823e-07
KITLG,0.021266023683234343,0.014892362456326906
G6PC,0.021266470335541927,0.04535681218887898
ELAVL3,0.021268088256468278,0.00784714940764653
TTC39A,0.02127741697526993,2.3689576369074832e-05
CASP7,0.021285767261264965,0.0015431540346218494
ELOVL4,0.021292792801555122,0.00042815237942592254
ID2,0.021305777088375166,0.015316225803021832
PDCD7,0.021313085426226154,4.63067037392423e-05
TAPT1,0.021315510556494638,1.8815515272203657e-05
PPARGC1A,0.021321579467512525,0.001841659290290029
VSTM4,0.021333528797514163,0.036681136744452156
SECISBP2,0.021352427178077966,1.7744602167807e-05
CLEC6A,0.021353622277769827,0.030204295163774608
TAPT1-AS1,0.021376431526965778,0.013875654016968542
TVP23B,0.021379208506988812,6.257793653436111e-08
MRAP2,0.021404249263130844,0.00011265322523834704
NRIP1,0.02141388986671019,0.00026321626785778444
NENF,0.02141613425611749,5.7493270278580624e-05
RANBP9,0.021422459547358774,9.426446933537972e-06
ICA1L,0.02144089837760478,2.803910200417685e-05
DCDC2,0.021468070538423593,0.0016903853950752878
FAXC,0.021500734171401793,1.4717768777493886e-05
GPR108,0.02151048381166633,0.0006601160463446243
CLDN23,0.021512108353239023,0.04789141838078554
METAP2,0.02155530815976895,1.3663318680370712e-07
PTN,0.02158097562478182,0.001197003475079761
ELOB,0.021589156146615867,3.0115653579544064e-05
IGFBP4,0.02160647535048455,0.04423169146089423
KIAA0825,0.021607646903514785,1.091657061302379e-08
PCGF5,0.021625030068713323,1.498796982672976e-05
BVES,0.021634947826539387,0.0019713237842604375
AP2M1,0.021656080669606458,1.5685432483438454e-07
CNKSR3,0.021659304408768374,0.0077564233861645996
SPINK4,0.021666204053410992,0.022420623003860655
HSPA13,0.021689122122976363,0.00016235907357981736
AQP4,0.02169252847342663,4.606846620003054e-05
PINK1,0.02172658972994311,2.280424410483038e-05
CHRNA2,0.02173908840161423,0.008664686517583725
ONECUT2,0.02175368611617218,0.019785940467079245
STRAP,0.021767826534474094,1.9065491568997633e-07
DUSP14,0.02177187667333657,0.0002931445894581102
ST18,0.021780803018233305,9.662192452072381e-05
TMEM203,0.021792219355085504,0.00010755459368811737
SF3A3,0.02180350504872528,3.124380040935819e-07
TNFRSF10B,0.0218099145956485,0.01056114288588536
FGF10,0.021814396321905807,0.01845013028187937
MAGT1,0.021823448681182144,7.964591979415113e-07
TET1,0.021823883245807967,1.0015900177112353e-06
MAP7D1,0.021826035869286015,0.00016432291308678698
ZNF502,0.021826818019135327,1.093576672958679e-05
MIR3942,0.021833497069316563,0.01558701818543032
SAMD12,0.021841698715615036,7.900951927597546e-07
TUBA1B,0.02185561780869213,1.8058044611546088e-07
SPECC1,0.02187203528594971,0.004788462634277005
TMEM159,0.021880748008448036,0.00010229309186101836
KCTD11,0.021889811563633448,0.002078552622905601
USF3,0.021906818462866833,1.9644692175626993e-06
PLEKHG6,0.021928734128462333,0.011660778196818138
SEC61A1,0.021931907216276077,3.1435596642220764e-05
PTGER3,0.021934280880830093,0.0006199065679039521
SERTAD1,0.021945095770457685,0.013859959105264913
CXCR3,0.021967356146543833,0.0435199702461175
LOC105372352,0.021979378186381626,0.0001930364427697897
PRKN,0.022004896944991,0.00011537300445257966
VSNL1,0.022009441397552492,0.0020269936566055546
SS18L2,0.022013855402390974,3.105324313884411e-08
SERPINA6,0.022074004062638923,0.0014082663400158304
ACTC1,0.02207781115980493,0.010625783842446094
KAZALD1,0.02209325129030454,0.04317009303953581
SLC12A9,0.02214936490819922,0.00015292747523310305
FNDC5,0.022178439485778637,0.00038091498514858455
PPP2R1A,0.02220068339793599,9.72520247814892e-05
SYDE2,0.02220789828825636,6.420752615432974e-05
ARHGEF18,0.022282543623948086,0.005753065260975071
QPCTL,0.022289168397754713,0.002191975818215143
PIGZ,0.022298685750197302,0.0002751686197351675
ZCCHC10,0.0223449679847351,2.2401761661050195e-08
PSMA3-AS1,0.022352532021489725,2.344999694876265e-06
PANK2,0.022358547617678453,2.9291923255620333e-05
SLC2A1-AS1,0.022359443993849006,0.00011684306568321847
LRRC69,0.022363958041369366,0.0051563413511999355
MRPL57,0.022371765650164795,6.826534211481273e-06
LSS,0.022389723305992246,2.0862681091312538e-05
SNRNP40,0.02240192851698385,2.326055122824937e-07
GRPEL1,0.022419352735690245,1.126921431229211e-05
DACT3-AS1,0.022434353980394117,0.028163036791797047
PAIP2,0.02243988779642445,6.649996819624656e-07
FAM155A,0.022464850041262825,9.166437824136099e-06
SLC5A8,0.022470676989471486,0.0038773630346045037
TAF13,0.0224763182970854,4.096952694996986e-05
NAA50,0.022481843850245795,2.3641988196069102e-05
ENO1-AS1,0.02248751058700098,0.00016991603856166421
CPS1,0.022495916952867435,0.0007624730067628685
DBNDD1,0.022503040642883727,0.023389204648982646
CYB5A,0.022550017029026016,0.0032462609470748386
QSOX1,0.02256474317833937,0.008367794966777127
NINJ1,0.022581885326443528,0.03563235421236643
COX5B,0.022609801443109034,4.4614848594355426e-08
LRRC49,0.022613055690296813,1.2493990433734402e-06
HM13-AS1,0.02267015091652858,0.0012925189858208211
ZER1,0.02271178398081454,5.445060673070404e-05
ASMTL,0.022726559266927696,1.866021591348369e-05
SNHG15,0.02274783299701977,0.0031934969349212603
RNF133,0.022756171921271964,0.005441801951371158
CSNK1A1,0.022761728244381624,2.74990316355659e-07
IGFLR1,0.02277869785274394,0.0016390559396874144
ERF,0.022791044747527352,0.0003324444356639286
MEG9,0.022792506858486543,0.018377547393187633
CCDC92,0.02282034962649642,0.00017256559028904585
KMT2D,0.022837164585872104,0.00039173401420338665
FGG,0.02285033588727252,0.0008307212431069347
DYNLL2,0.02286295071550545,1.0164145974922952e-05
ODF2L,0.022866079691788138,1.5289702492714504e-05
OR10A5,0.022886944650302152,0.027099721812907984
SPOCK3,0.022899994016277198,0.0007873589603421135
FAM222B,0.022907196106027313,5.379863158506278e-05
PI4K2B,0.022926081228138807,3.6247546863933823e-05
ANKS1B,0.02294312880311431,0.0019661552448772953
SGSM3,0.022958601700548555,0.00025700004015089944
PRUNE1,0.02296577322620634,2.031353943039739e-05
TMEM147,0.022999720387131262,6.2264928593579e-05
DNAJB6,0.02302611884027822,7.586561056725164e-07
OXCT2P1,0.023046927687280904,0.026314273364295544
LINC02175,0.023047011848675875,0.00042232704565341514
MSL2,0.02306680745374534,9.06123568580203e-06
MIR600HG,0.02307841165666326,0.0008874070494544628
PBDC1,0.023115982155619393,2.6294676459443824e-09
TSPAN19,0.023116212177475087,0.007265124154970586
S100P,0.023116470131051718,0.022342734485868914
VTI1B,0.023119654184546628,5.9626612968151695e-05
DISP3,0.023120395423714427,0.0013767554580580992
NATD1,0.02312640154717111,0.007195598978412224
LRRC29,0.023142591167674566,8.64437439487727e-05
COA1,0.0231432533197434,7.205529424868678e-08
TNFRSF1A,0.02314398946674319,0.0012921788082834815
NCKAP1,0.02316885020919839,6.931355751223247e-06
ERLEC1,0.023169372099481007,6.1121901846390504e-06
CYP4F3,0.02324228196550345,0.0025378600191428035
RAPGEF4-AS1,0.023246369672610952,0.038290397911138516
DGCR11,0.023262135373325037,0.001668969114095394
AP2B1,0.023283536881092713,3.734779767843616e-06
WDFY1,0.023290894778483968,0.00011463071746849494
GRPR,0.023301700654355762,0.0021376071321704223
RIC8A,0.023321027593953186,0.00025602632316204033
EIF3A,0.023342600700935398,1.4437846138212995e-05
MAPK1,0.02335285919156246,4.7879821954122414e-05
RAB9A,0.02338405597655648,0.0011447017555129043
ZFAND3,0.02339292977905489,0.00019784359002133494
PCDHB13,0.02344107170992543,0.0005359375116938092
FSCN3,0.02344571567741529,0.024141052970415584
TGFBR3,0.023455731070533895,3.76372410003064e-05
FXYD3,0.023471397474139982,0.002858088602176341
ADGRG2,0.023481480179573053,0.0015228735650562385
SPC25,0.023502437971584886,0.013161730885054445
SLC45A4,0.02350265294600072,0.0020140491473089697
CALB1,0.023510114236978488,0.00013798532614919416
C17orf58,0.023512047922113585,3.695332460999563e-05
UAP1,0.023512176951865135,0.00012002076025213488
PSMA7,0.023514304163463045,6.377415372215294e-07
AHR,0.02351642270031193,0.001997286947392506
CYCS,0.02353205946077206,6.506938517327301e-06
PRDX4,0.023539697315376796,1.3115179625481113e-08
DRAM1,0.02357658173350988,0.006629822883166064
SNIP1,0.02358423277670602,0.00022661150783094867
CRKL,0.023587317216725388,8.506111502913857e-06
LINGO2,0.023599454267397773,8.345521160920553e-05
SLC35C1,0.02359998776256656,0.0012599826463206671
TMTC1,0.023602283730281857,0.00520461106312269
HAX1,0.023649631492417233,9.372099989185909e-08
CERK,0.023693466182572336,2.7070864370413905e-05
ATMIN,0.023806925184491158,1.0571703488206205e-05
SNX6,0.023813512495718978,7.2160381935667e-08
SGCD,0.023824291084175903,0.0032599657064365057
AQP5,0.023827072531742974,0.014079954073347334
NCL,0.023843839872232275,2.4588490149197867e-05
KRBOX1,0.023850144643752597,0.0035439390369336895
MSANTD1,0.023858469141911094,0.008043138107215074
PDE10A,0.023900154216381978,0.0015418355467730926
LCN12,0.02390185136375385,0.002299259702966612
MANF,0.02393301689381597,0.0009912536792470068
RNVU1-15,0.023938087343179492,0.01385379935884359
CFAP43,0.023947863771628032,0.013298044263203256
FGF14,0.023958302577764566,6.0450052271369205e-05
TCTN2,0.023966427529899983,3.270065973412298e-05
WBP1L,0.024000343029988925,0.001459221600744572
TMEM216,0.024005164373765892,5.307247633940679e-07
CHST14,0.02400866223550649,0.003481393171197895
RAB11B,0.024014809528856297,0.00033392138027773697
GLB1L3,0.024067648088116296,0.014814209349753991
C6,0.02408350489276848,0.0027525625834656274
WBP1,0.024087835442913104,0.0001488197892099881
RPP25L,0.024105084846414087,2.4760934698595634e-07
APEX2,0.0241254941148369,3.763525011651109e-05
SDHAF2,0.024129997944024238,1.2441080041610558e-06
ZGPAT,0.024153674087402988,8.947776716282694e-05
MIF,0.024161794675501454,0.0008255364175926255
VTCN1,0.02422611710764019,0.005971821186777344
DNAI1,0.02424448898187569,0.0005355677931249157
HNF1A-AS1,0.024254926343528514,0.0014161054571290499
LRFN5,0.02425779125318613,0.0006761852330480465
MLEC,0.02425966764366349,3.0392651986762434e-05
LINC00174,0.02426752738381348,0.003309872548432181
C2,0.02427024990243281,0.00661869248442728
GHRL,0.024271591980017236,0.047067396746321585
ADIPOR1,0.02427373330618552,1.4167088204907954e-05
ELK1,0.02433377637105827,5.2090803068171544e-05
RTCB,0.0243361799461024,7.412927857128623e-08
OAZ1,0.024353051726387645,1.3458455870635478e-06
CPTP,0.024396874208092532,0.047987308409467536
ZNF281,0.024409735918981865,3.26070017625039e-05
RNF25,0.024435521434642116,6.860191973399844e-05
MBL1P,0.0244405371346533,0.004479922366481547
ZDHHC12,0.024517459059108578,0.0019938024945458624
CFAP65,0.024519254997736085,0.00010188138303186643
KCTD2,0.024550786700695233,4.293635755598992e-05
MRPS18A,0.024565026647981738,0.0006703112338594995
SLC10A3,0.024574870831967913,0.0004156177201004809
TMEM179,0.02462551362869235,7.560631464504938e-05
DPM1,0.0246545518523675,1.5124209536729723e-07
RAD51AP2,0.024674861346041806,0.028541116417245938
ESCO2,0.024705188394830088,0.04440750943870503
ZP2,0.024713738440918884,0.038205983311381225
TDP1,0.024750719426487027,1.56180558949294e-05
LRAT,0.02475244887190201,0.00017812862868204726
DSG2,0.02476727393963145,0.0011049253066155844
FAM200A,0.024783585058802807,1.0667277506954174e-06
STUB1,0.024792973692261605,0.00012345144631488252
RACGAP1,0.024808468372101884,2.1101298574608044e-05
TARM1,0.02482747836890389,0.034453539145750285
MED20,0.024854745732668482,4.1939560077271315e-07
CLN8,0.02487413091873793,4.492984795086235e-05
ANGPTL3,0.02490703593433218,0.0028553360754854165
CLCA2,0.0249096649982702,0.04145158776375075
MYLIP,0.024917881064591228,0.0017877071751974212
CDC25C,0.02492458593508134,0.0001377476390651841
AHI1,0.02493207167616379,0.0009353742570211167
PAK2,0.024960194899602536,7.974583642784322e-05
PARK7,0.024967359429466745,1.9034538266931107e-08
VPS33A,0.02501354092306359,2.641982641138903e-06
GJC1,0.025056252982388103,0.024605332838991453
FXR2,0.0250727785439575,2.2455423937015305e-05
SMC2-AS1,0.025075437836529133,0.0030719320495080295
ST3GAL5,0.025091046105749935,1.5579482139990266e-05
SGPL1,0.025091945064610086,1.4463944844105524e-05
NPHP1,0.025099773176559637,1.073732802489169e-07
CACHD1,0.02510026444405774,0.007562456478813375
DCPS,0.025102512880695923,4.702221579092904e-07
HAO1,0.02510455261293185,0.008691489670781665
MEPCE,0.02510721708184062,5.0110358275098784e-05
SCRN3,0.025117521787991207,4.688126427253526e-06
PRPF4,0.025121408194571097,2.4823553036568e-06
SIM1,0.025127929599964308,0.00010103630728229165
RFC1,0.025128135552763806,1.1261614526112076e-05
RTL8C,0.02514611277237869,5.397194267931304e-05
MSRB1,0.025186373539106438,0.024172051191974863
CD8A,0.02519247761888116,0.0039088743617730825
LGI1,0.025196051304671875,0.003450477432293282
DLGAP2,0.025196147424792818,0.04454642644500575
COLCA2,0.025203988780411808,0.03562649083601575
TLE4,0.0252079716365829,0.0001773502741283999
KBTBD6,0.02521396022099523,1.2923425046424843e-05
TXNDC11,0.025234785637613732,2.781741361412733e-05
ZNF133,0.02525346254180697,3.756522502378647e-06
ZHX2,0.025285105541827595,0.014669742549720364
METTL24,0.025299465291826095,8.85234321921903e-05
LINC00562,0.025333440180817308,0.044935840064250235
CSN3,0.025369730837830617,0.0008162331167671728
PSMD7,0.02538183638359851,6.032743784790185e-06
RIPPLY2,0.02539631611172341,2.4370065874484936e-05
PART1,0.025413854162503174,0.01607863970250152
SPEF2,0.02542128272679139,4.627411135452674e-05
SNRPB2,0.02543439038952385,2.651404883354972e-06
RTL5,0.025473587943753186,5.3655659642185865e-05
AVPI1,0.02550979635719403,0.012331152260318752
NXF5,0.025528489597407257,0.012850304415355734
TRAPPC4,0.025547846817730594,7.667952277871694e-08
CCPG1,0.02555849463786013,4.20477755893448e-06
CDIPT,0.025571609496181827,0.0006647231196124325
TREX1,0.025572166560828398,0.00719814272353867
EMC7,0.02557721171674672,4.128376089920615e-06
AMT,0.025591021062759563,0.00010736672179539529
ATP6V0D2,0.025597226649129716,0.017183819575238273
MYL4,0.025630236382443973,0.008409448470537356
TMEM241,0.025670439877258228,1.1871819660190638e-05
LINC00488,0.02567404146485512,0.03734016166677209
CRB1,0.025678332245578923,0.011862210482665668
CABP1,0.025694812606127767,0.00017188495704019733
HSPB8,0.025695384850820385,0.008323209090695796
F2R,0.025706959776318362,0.0336451005183947
ANKRD50,0.025722930585106083,0.0001284922533105514
MGAT1,0.025727554302814457,5.836750909839737e-05
PRDX5,0.025742541541244526,6.573247453707673e-08
NUP98,0.025757015980818122,1.89503126882725e-05
UBA2,0.02577348024095732,1.1057136212533509e-05
POLD3,0.025775093450371742,2.8823686729506494e-05
LOC643201,0.025797280280385165,0.003680346113798497
ARL2BP,0.025811388535477268,4.034550966931222e-06
LSM4,0.02582162821672613,7.396420764855426e-05
SLC25A34,0.025829497853170513,0.003745447633787799
RAVER1,0.025852336606124838,0.00031759021833790724
RAPGEF4,0.025871501732097412,2.99685485832929e-05
STPG2,0.02588062750830541,0.010549015454598023
ADCK2,0.025883524225865533,2.7530106112158234e-05
GRN,0.025900805927543333,2.6327257134619065e-05
MPDZ,0.02595043597190103,1.146288833296683e-05
KIAA1549L,0.02599191214585038,0.0012318717111565313
LINC00240,0.02599314025239891,0.00011830021584944897
ACOT12,0.02600114341523363,0.003284648242078429
PRORSD1P,0.026011182514469922,0.0007061081162385568
CHCHD1,0.02601532873831392,5.675740733692901e-07
TMEM156,0.026048685845020163,0.0214946563652833
MEIG1,0.026059364093449555,0.0021891883188506446
WFIKKN2,0.026059373431381476,0.0053378570835889904
PLCXD2,0.026069355986143763,9.000774753216178e-07
SOX6,0.0260827172172257,6.576551332403775e-06
PEPD,0.026097977778283883,3.0818065616106047e-06
LOC105369980,0.026105722759884677,0.019450160827280644
NOMO2,0.02611466547843355,0.004677223282645719
KCND3,0.02614217505266757,0.00021766209653673906
PBX1,0.026147551222943474,0.00019333245896395172
PSME4,0.026162631978583723,0.00027875769001557856
TIMM10,0.026177675591894677,0.00013296142591274563
OSTC,0.026199648005046455,1.8946367430100223e-07
DSTNP2,0.026210734367450507,1.292055128808268e-05
NDUFC1,0.026217736146018984,2.0627587385785605e-07
PRDX6,0.02622881120056413,9.523566723857411e-07
ACTL10,0.026236185612588357,0.009218018024193088
OST4,0.026254263386501192,5.220847627245587e-07
OR51I2,0.026267728357794128,0.0178645782692359
UXT-AS1,0.02627570826292488,0.0018301724918091743
CCT4,0.026346343220871378,1.1036417037429087e-07
TM9SF2,0.026358571210520317,3.2670732280538187e-06
MCC,0.02636131976398493,8.61001184609606e-06
RIT1,0.026369521809933346,0.0006847643679506476
